,Time,Fx,Fy,Fz,Tx,Ty,Tz
0,1650974123.2867732,-2.4919189446029604,0.3849850260041558,-36.21480153830522,-0.042978828689884334,-0.07721085599981307,-0.1539640048093752
1,1650974123.3207757,-2.4136615104899297,0.160486465605667,-35.87325802327422,-0.04271137724022017,-0.0834703783386367,-0.15680464722223392
2,1650974123.3547912,-2.7037275825727294,0.26000633283388325,-36.04865403691938,-0.06772523940534647,-0.06401163153972961,-0.1987165404969663
3,1650974123.3867667,-3.0759264739054752,1.6541124812092851,-35.43859368492555,-0.19847248714230428,-0.09160914756093007,-0.144270079929377
4,1650974123.420748,-2.3985917552530864,0.30992065375118855,-34.395298525476406,-0.0524079236186632,-0.08606599238772639,-0.20552404728299536
5,1650974123.4547725,-1.495168105636606,2.3938450793922934,-33.54467836449405,-0.2646770776121843,0.12200797381908189,-0.1331848695557415
6,1650974123.488778,-1.4218979864792474,4.253864232315713,-33.37893229551761,-0.4688159987986029,0.2124291477390692,-0.13256767401740616
7,1650974123.5206769,-4.099492654582877,0.7375491833418831,-31.362948748389442,-0.1533199250155733,-0.16825463152890924,-0.12894409065694626
8,1650974123.5546985,-3.934467200037019,5.569276013715425,-32.59483791294158,-0.7200064003743131,-0.20801764345180002,-0.1565067175689663
9,1650974123.5867405,-4.955996005319866,4.543301450142823,-33.125068873307484,-0.7456188211976716,-0.38959735667208156,-0.0974242139345416
10,1650974123.6207016,-6.488705278254458,8.170190913646621,-33.750880142240845,-1.2691723689331071,-0.6389714693766074,-0.05719090820080893
11,1650974123.6547656,-8.10647499688676,9.24120311450551,-33.92690967457413,-1.5165150864267032,-1.0030927784347619,-0.006419699890218306
12,1650974123.6867528,-8.510241418073154,4.510387607189519,-32.19394263027385,-0.9371543396831046,-1.236833871172066,-0.05221655072025872
13,1650974123.7207687,-9.369843713686459,3.3057400697451746,-30.66231444858742,-0.7018995604799415,-1.4054657622072508,-0.0825517240517459
14,1650974123.7547696,-9.766132360084628,3.0425217594159646,-29.99400308860084,-0.6273546960324559,-1.571652058894556,-0.08394586013800158
15,1650974123.7867687,-10.751860082614458,0.4923888473418899,-30.59738784288452,-0.2916268129970428,-1.7881215938261705,-0.1321226263342163
16,1650974123.8207726,-7.886470366747005,1.451152399435241,-31.786287190126174,-0.30404870840200154,-1.3980793386930015,-0.12361062702767761
17,1650974123.8547678,-6.721870302325582,1.5387518764737258,-31.31005179535179,-0.2910020792391422,-1.125201793360559,-0.14141100527171624
18,1650974123.8867605,-3.470807300333679,0.6112269109990199,-31.46586673478948,-0.11005692422974668,-0.5483688879325674,-0.14786118128879866
19,1650974123.9207551,-4.000240554014748,2.4729993913997026,-32.30965277113863,-0.2942428657703626,-0.5019496081669184,-0.19212841750768703
20,1650974123.9547563,-2.7514812877847126,0.7697610744745722,-31.661117428403305,-0.17739351466117106,-0.3298157645300359,-0.1951121236450004
21,1650974123.9867368,-3.042265253037124,3.507221371211986,-32.577908556706134,-0.5551847617077328,-0.1791622341102487,-0.10447876022202766
22,1650974124.0207179,-4.616720636547996,7.260000937390491,-33.608027836181556,-1.0428576639422258,-0.43488166320405336,-0.11004585390956736
23,1650974124.054771,-5.967802830350113,8.83226978008894,-33.584227941612056,-1.2742505478671649,-0.6496061350358655,-0.06605669024907021
24,1650974124.0867867,-8.503355177607105,5.632051818081078,-31.240357425248593,-1.0353143402228262,-1.1907184138501377,-0.09200023112835812
