,Time,Fx,Fy,Fz,Tx,Ty,Tz
0,1650974164.053794,1.939282217165074,0.42701942120083547,-31.90746990546293,-0.06437594558143728,0.898998842721309,-0.14851437549236618
1,1650974164.087714,1.9713569553297672,0.27903285173682085,-31.69589972276759,-0.04192410979922076,0.8953642420429769,-0.15624358052927392
2,1650974164.1217802,1.7709928447679022,0.6161740434207039,-31.8404032286585,-0.05523464318338701,0.9083281132735208,-0.15076722262225903
3,1650974164.153742,1.4029221686636688,1.856262682119093,-28.64155557809596,-0.2360114979133187,0.8068801292078484,-0.14503184317155504
4,1650974164.187705,2.22077759042437,3.4704599691260087,-30.116763618598068,-0.3269900148578044,0.9429887144688764,-0.044979594613497875
5,1650974164.2197673,2.9067900193564373,7.726285236675981,-29.793995769501144,-0.9975642352048271,1.3504771895840608,0.07563490782160968
6,1650974164.2537563,7.271582830611382,5.409077810799433,-30.30399083605552,-0.7463270958233268,2.1928240476339256,0.13379106067850832
7,1650974164.287752,5.150433050432146,3.5221965953413785,-29.058350257234085,-0.503779449847602,2.0631050234365897,-0.1394407291891654
8,1650974164.3217568,6.380930725724803,2.704094840354871,-30.34645236224881,-0.5350777681389925,2.2503408256934745,-0.022497897388580514
9,1650974164.35376,7.373293388735221,3.4235544786541543,-28.232846151440004,-0.5596128196734856,2.329784812073323,-0.04159799871673452
10,1650974164.3877413,8.468360560441434,2.9262581289788345,-28.520841491184875,-0.5386712249295728,2.374230894298845,-0.052996983937614504
11,1650974164.4217224,8.261577584853546,3.153389620223879,-28.570426710896072,-0.5630897735612835,2.407960634455192,-0.04198578904907229
12,1650974164.4537425,7.917321180846115,3.4388648900973653,-28.076983190504308,-0.5649165572585231,2.4556020194281296,-0.04551674423747389
13,1650974164.4877453,7.823611278136516,3.392029066006085,-28.772617046258386,-0.6057360038420071,2.4513532153772286,-0.040521178643302805
14,1650974164.5217595,8.038614475304948,3.453261359516154,-27.35062589993876,-0.5691405653131486,2.4309755938426667,-0.04709284287862997
