,Time,Fx,Fy,Fz,Tx,Ty,Tz
0,1650971620.4558322,-6.447346370137067,2.7554192626392586,-34.12022430489001,-0.6949489880201024,-1.18999914508732,-0.06892863195550199
1,1650971620.4898608,-6.75436702206251,2.603742791429446,-34.20843624840135,-0.6975066389414364,-1.1986046985602925,-0.06376306528975148
2,1650971620.5218737,-6.435992809569787,0.46714597948757225,-33.539975550262625,-0.48718131206182735,-1.2096667469791282,-0.14631154909708027
3,1650971620.5559065,-6.37863779226276,0.9005412593049615,-32.31878891796449,-0.5098989727547325,-1.2127301316260286,-0.10439308288156603
4,1650971620.5878537,-7.305256767789485,0.889070336501049,-32.58449918389126,-0.4145690524533124,-1.2944949247532627,-0.11939681474653388
5,1650971620.6219032,-5.415781885693459,-1.7608092782559985,-33.38947798174466,-0.11909695103587914,-1.0565859023221298,-0.18719769627407287
6,1650971620.655921,-3.844013097226696,0.5059631101314185,-32.951595525088194,-0.318193587453927,-0.8636241998506972,-0.12766260229572254
7,1650971620.689849,-4.055730830018183,0.984936408561377,-32.32154162495515,-0.316297009890468,-0.7948645089830477,-0.1658055892467161
8,1650971620.7218904,-3.3256624283554577,-1.1456476567975333,-32.01257881094399,-0.08573077456191182,-0.6489698111652584,-0.18514033845124708
9,1650971620.755877,-2.5580896208465003,0.9128651078523712,-32.12557784440714,-0.2265393510626442,-0.472291636108451,-0.17894930287504268
10,1650971620.7898672,-3.322070730291185,2.2416575695520424,-32.29066326510494,-0.41035326567932867,-0.44868495653570445,-0.15947041277050414
11,1650971620.821826,-2.0790870404886963,1.1730552788806872,-31.577158008052276,-0.2940994152055919,-0.27351712589799637,-0.20412189502358688
12,1650971620.8558767,-1.2091488091095925,2.288752257395314,-31.94705582001556,-0.5155826913319989,-0.08647111354737892,-0.1648074250664268
13,1650971620.8878949,-1.6738020173945363,5.357870710795133,-32.000979859990075,-0.8846805658949304,-0.04463022812645246,-0.1172268435612193
14,1650971620.9219153,-2.8435939884671853,8.396716256580564,-33.30433791111293,-1.3582208744539772,-0.15766939635821403,-0.08106975114001061
15,1650971620.9558892,-4.398362894273007,10.190391592591224,-33.4079694225545,-1.7166901417775717,-0.3882473125886299,-0.025810995051540508
16,1650971620.9898553,-6.5731342207971934,10.029539119111819,-32.56101090023287,-1.7740249040439933,-0.8056432550398642,0.021043792814400292
17,1650971621.0218668,-7.543135552642718,6.54505469347778,-31.080335679948824,-1.3723029535389515,-1.1249597274902452,-0.008747464085536874
18,1650971621.0558264,-8.63605607877479,4.20331564398727,-28.334993431132578,-1.0225716794397137,-1.378129355447135,-0.05403598015070586
19,1650971621.0878294,-7.631116697645248,0.00889603964814624,-28.662745642740774,-0.4273164273581737,-1.4068810470403579,-0.092250933769391
20,1650971621.1219003,-7.068108874110365,0.037373541187323875,-29.01726891133151,-0.3226075475143701,-1.3187517817993908,-0.10094886305790311
21,1650971621.1558433,-5.465451226578757,0.1385632733601228,-29.11493461416829,-0.33970997418052107,-1.041730642785341,-0.09170076084170246
22,1650971621.1878486,-2.9382840986996923,-1.0227835385914237,-29.441739822929872,-0.16916175496523242,-0.5973838369674167,-0.14957864940773755
23,1650971621.2218552,-3.336884210653022,1.8249146082411611,-29.087568673272074,-0.4088010730353329,-0.462516854115144,-0.1818224388696478
24,1650971621.2558742,-1.8977190541210338,0.7846768449727807,-30.971787341118382,-0.3676294323242849,-0.20629379187048488,-0.15542196082733223
25,1650971621.287857,-2.3010987474711886,6.433228553842713,-31.264444474774756,-1.0452258793652842,-0.13767208006531464,-0.1148421462955064
26,1650971621.3218825,-4.181648631988908,8.9431711953455,-31.53904269583217,-1.5270558326726467,-0.41605309186434536,-0.05314158761972675
27,1650971621.3558738,-7.190902808233366,8.439219603726546,-30.05383688764247,-1.4834854042762695,-0.9623406148866537,-0.043760654332569024
28,1650971621.387878,-7.612373355720085,4.074130637035423,-27.887629619962812,-0.881888982746608,-1.2255307761247227,-0.062053532098149865
29,1650971621.4218547,-7.667194779938439,0.8681844706596048,-26.884174889435194,-0.4260497523053648,-1.3646158947024023,-0.09629490823549793
30,1650971621.455877,-5.7089003974730295,-0.21981165310582543,-27.498458699752288,-0.2667226701048331,-1.1326816641844353,-0.09107958073692345
31,1650971621.487861,-4.382564234288758,-0.09063125834246363,-26.866199313780278,-0.20205997988642427,-0.841738095820962,-0.1609237009104435
32,1650971621.521873,-2.8851235838318376,3.2806039234472353,-26.581883010519768,-0.5074831915196522,-0.41433173165615195,-0.1366920184698747
33,1650971621.555857,-1.6997503535262437,2.4731205128521756,-26.89592112264198,-0.5957213693751955,-0.19134052114654132,-0.11570869090381507
34,1650971621.5898578,-3.01899136994756,8.331527167217581,-26.081428345341113,-1.3154300235708583,-0.3452741115413923,-0.04759892466759004
35,1650971621.6219184,-5.909458857401634,9.55816629173076,-25.59637455860093,-1.5227756555255156,-0.8279370423657681,0.02737298016566049
36,1650971621.655855,-8.522540945822362,4.908563402085355,-22.520671618204215,-0.9076980049289333,-1.3259816700875295,-0.03780704128326198
37,1650971621.6878686,-9.198535864086853,1.0875591419173998,-23.744236507092992,-0.39999420645725725,-1.557847370241378,-0.07907599592804924
38,1650971621.7219088,-6.4241655479526685,0.7886611945636565,-23.733584258997844,-0.32273533303624247,-1.1441703845177533,-0.13574354543275352
39,1650971621.7559135,-5.242337215963326,0.08242276137003515,-24.159396344100536,-0.2590222376541465,-0.7828780832091549,-0.18819265620205336
40,1650971621.7899213,-2.8853568959373797,2.3829838260400202,-24.93814388999336,-0.5465750520023982,-0.39889696291383114,-0.28946354606348706
41,1650971621.821888,-4.183294246533024,7.20494735716275,-25.60003009452082,-1.0639428385156477,-0.3130693839651116,-0.17353814685092464
42,1650971621.8558652,-1.9620429836863549,3.557381798118999,-24.34518553965047,-0.6596846249333392,-0.1346684187769088,-0.038318258816057396
43,1650971621.887848,-1.5269894378757778,3.0498738257778903,-24.515395860537357,-0.6617664889083209,-0.11809250974350388,-0.016718595325288833
44,1650971621.9219391,-1.4000271199122902,3.5019052378858175,-24.926001111034168,-0.6885625004973825,-0.05680051198030745,-0.03652106279515479
45,1650971621.9558504,-1.6226336001378474,3.6268700365866064,-23.889862484536977,-0.6395939007930077,-0.06729447187292156,-0.04628980452855847
46,1650971621.9878135,-1.267750737045011,3.3714233102754285,-24.939275984308882,-0.6694115602224273,-0.009853278034950766,-0.035271606266282174
47,1650971622.0219014,-1.5250962852988734,3.594991552861593,-24.775259400094374,-0.6765411011534499,-0.006915893692462819,-0.040548427618244745
48,1650971622.0558505,-1.392850537933447,3.5683052677107407,-24.97464579663128,-0.6766844760158233,0.0034350364403162056,-0.028956024696765507
49,1650971622.0898602,-1.2510754606096273,3.5069254854319043,-24.743049205899524,-0.6526966585119546,-0.02223925805410179,-0.04294787127182918
50,1650971622.1218796,-1.483159155690094,3.309965477034541,-24.9811717641464,-0.6441099122926802,-0.0022846753185685673,-0.03869971708562616
51,1650971622.1558797,-1.0808926045729785,2.7808746724907496,-26.82585790186797,-0.5389620306405927,0.0542852745469302,-0.057495745135754804
52,1650971622.1878676,-1.1022763081403777,2.7815657013092165,-27.017758259701438,-0.5314115099797808,0.03941601875999023,-0.04726541005592575
53,1650971622.2219052,-1.1964030358905038,2.585435461836552,-27.380131036177257,-0.5307179456360863,0.045031849174790285,-0.04402905832854956
54,1650971622.2558544,-1.300175155875282,2.3897340763184087,-27.266884885926775,-0.49625632379890233,0.0345860533781511,-0.05030785525410925
55,1650971622.2898824,-1.4255535411244138,2.102300391290563,-27.806727723124386,-0.4552813773813361,0.037675640890422434,-0.05363789020200209
56,1650971622.3218846,-1.4993205251390127,1.9819944708162658,-27.74079592479702,-0.4427853283527188,0.0284288890459842,-0.058084655831984335
57,1650971622.3558712,-1.5306478444901874,1.7942855427123283,-27.948421583890124,-0.44709187859118,0.03997352256718298,-0.06046493483723205
58,1650971622.3878767,-1.3536705465952632,1.7892628535767652,-27.698182179077754,-0.43558575823898893,0.02536361584399936,-0.05942427571428158
59,1650971622.4218438,-1.4889893031402737,1.9771821246543049,-27.921050296277485,-0.44884833835846566,0.016987984416976482,-0.05749263351857366
60,1650971622.455872,-1.7124921021868957,2.3315675322647134,-28.051024325048697,-0.4434328116971022,0.023433824777265806,-0.057662907430784345
61,1650971622.4898295,-1.5146248674186593,2.0121225717721205,-27.81258324039784,-0.43452587573416124,0.015334476483980865,-0.05782064144173189
62,1650971622.5218935,-1.480266417693973,1.9396229307703206,-28.49892333462953,-0.4516514261314293,0.01603922033252117,-0.05490015393739107
63,1650971622.55584,-1.9273970608354287,2.2482644305497335,-28.194959136818966,-0.4472389823720324,0.008530735275599728,-0.05893138010499303
64,1650971622.5878718,-1.8694830841304522,1.9995511041653435,-28.69408840717514,-0.45439356330589303,0.015871856516983363,-0.05541993248299174
65,1650971622.6219015,-1.7686886044110584,2.0323483754839886,-28.658955705012787,-0.45629818862871524,0.012327745399747646,-0.061813892911807035
66,1650971622.6558318,-1.8859460430373534,2.2356453709157655,-28.81694206128571,-0.47182614342688123,0.014967887609172557,-0.05040063412993962
67,1650971622.687803,-1.8579578354860473,2.4630137973525135,-28.653432370469726,-0.48300026886287545,0.015347933126875058,-0.06237374070820656
68,1650971622.7218049,-1.8803583655526017,2.479633134828453,-28.57749370670022,-0.49270984283391195,0.00968476346482514,-0.054782578674513166
69,1650971622.755881,-1.5243628317479605,2.4886883209069404,-28.445551393277864,-0.5100052679072705,0.02233148841978776,-0.0545376359949328
70,1650971622.7898262,-1.6151609804565876,2.613379779276432,-27.992350959908695,-0.5104831739140965,0.010439180565446272,-0.054487135479526494
71,1650971622.82191,-1.849984300319805,2.6421614362177763,-27.996898368873754,-0.524915728780114,0.012645312966932557,-0.05146044954946394
72,1650971622.855851,-1.6313713454108194,2.7650222051508337,-27.616056055316886,-0.5304146903526875,0.00937515098925022,-0.05405011135102116
