,Time,Px,Py,Pz,Qx,Qy,Qz,Qw
0,1650971230.1796875,0.07515398407311624,-0.018331133400620342,0.05462484128233097,3.274828671712138e-05,0.9999999881134382,0.000150033405792754,-1.3807634755732133e-05
1,1650971230.1796875,0.07515398407311624,-0.018331133400620342,0.05462484128233097,3.274828671712138e-05,0.9999999881134382,0.000150033405792754,-1.3807634755732133e-05
2,1650971230.2417085,0.0751599219520164,-0.018346029264971725,0.05459992266544852,4.440441789199667e-05,0.9999999892611009,0.00013749236908587028,-2.4533554965029047e-05
3,1650971230.26174,0.07515005962008421,-0.018345399279153678,0.0546279468012054,3.305903462019755e-05,0.9999999887992654,0.00014596756177927728,-1.4285231998126306e-06
4,1650971230.2836857,0.07516249893558546,-0.018295795232594766,0.05458544977658073,3.911729672551045e-05,0.9999999951388866,8.939427852273643e-05,-1.4167810015494344e-05
5,1650971230.3456695,0.07509780375473211,-0.018296341691944464,0.05461860268593585,2.7075597302084198e-05,0.9999999949709171,9.40843593662735e-05,2.175343784564565e-05
6,1650971230.3456695,0.07509780375473211,-0.018296341691944464,0.05461860268593585,2.7075597302084198e-05,0.9999999949709171,9.40843593662735e-05,2.175343784564565e-05
7,1650971230.407682,0.07499067692849289,-0.018189402503975667,0.05462844582814676,3.838384764698333e-06,0.9999999904139131,1.551695362970708e-05,0.00013753786766352623
8,1650971230.429648,0.07506826964867835,-0.018282859908030285,0.05461057100100483,3.948301956580025e-05,0.9999999934031858,7.528750672619055e-05,7.724319342811268e-05
9,1650971230.4736254,0.07508357950709955,-0.01836960224882179,0.05460410467919184,2.0820831044654486e-05,0.9999999856336429,0.00016236197917658497,4.4020395508480386e-05
10,1650971230.4736254,0.07508357950709955,-0.01836960224882179,0.05460410467919184,2.0820831044654486e-05,0.9999999856336429,0.00016236197917658497,4.4020395508480386e-05
11,1650971230.5156655,0.07507466463620227,-0.018333443576077996,0.054600948225166486,-3.078984508075866e-06,0.9999999907697528,0.00013111213700299439,3.550524794571791e-05
12,1650971230.5557075,0.0751321842885166,-0.018332769693487638,0.05457911573115625,8.801770092770056e-06,0.9999999918888824,0.00012649925157843852,-1.1945884327404424e-05
13,1650971230.5976753,0.07518682679094488,-0.018396477250548302,0.054571931071618396,-9.739763877469887e-06,0.9999999777752318,0.00019939883843257932,-6.778478365827097e-05
14,1650971230.5976753,0.07518682679094488,-0.018396477250548302,0.054571931071618396,-9.739763877469887e-06,0.9999999777752318,0.00019939883843257932,-6.778478365827097e-05
15,1650971230.6397316,0.07524404010827854,-0.01835681503752038,0.054540351576399505,2.651055430480387e-05,0.9999999832174943,0.00013993013965528722,-0.00011524651146624972
16,1650971230.7037725,0.07530030697358263,-0.018343005784834478,0.05455092352901975,3.875533889302618e-05,0.9999999767999519,0.00014233844704312495,-0.00015696460252340237
17,1650971230.7037725,0.07530030697358263,-0.018343005784834478,0.05455092352901975,3.875533889302618e-05,0.9999999767999519,0.00014233844704312495,-0.00015696460252340237
18,1650971230.7696457,0.07521866850788929,-0.018346562941527665,0.05458913480802666,4.468302077198505e-05,0.9999999879934874,0.00013300128342001163,-6.578078754579492e-05
19,1650971230.7896874,0.07521091458784741,-0.01831052472419214,0.054600086003486856,2.1283277994554872e-05,0.9999999918254808,0.00010905087215896077,-6.327692206191924e-05
20,1650971230.8316772,0.07514212849731666,-0.018257399237407126,0.05463199528534852,2.7322904458559893e-05,0.9999999970397269,6.955934395356522e-05,1.8316755525352566e-05
21,1650971230.8756492,0.0750660174998792,-0.0181956379148433,0.05461279776046016,3.386405108291024e-05,0.9999999956208115,-1.4400463841489744e-05,8.604783727902805e-05
22,1650971230.8756492,0.0750660174998792,-0.0181956379148433,0.05461279776046016,3.386405108291024e-05,0.9999999956208115,-1.4400463841489744e-05,8.604783727902805e-05
23,1650971230.9176838,0.07500783300264349,-0.018298196999286972,0.054660167172345994,-2.904991482421959e-06,0.9999999844885904,0.0001056758661877207,0.00014087935248478366
24,1650971230.9596672,0.07495052758195646,-0.018334872063158994,0.05463926034164437,3.313864267268096e-05,0.9999999757098537,0.00010979000204840847,0.0001882240128108009
25,1650971231.0016308,0.07501231542456492,-0.018420017654269257,0.0546632412599786,1.4546368301115997e-05,0.9999999685286749,0.00021778041918198675,0.00012370425424095948
26,1650971231.0016308,0.07501231542456492,-0.018420017654269257,0.0546632412599786,1.4546368301115997e-05,0.9999999685286749,0.00021778041918198675,0.00012370425424095948
27,1650971231.0436718,0.07509807320169702,-0.018402293967520977,0.05463265656071952,2.0725205653715495e-05,0.9999999773314674,0.0002051639524577121,5.3059247943776724e-05
28,1650971231.0856745,0.0751790453068483,-0.018408262022751545,0.054601819142521026,4.453342458959897e-05,0.9999999792425109,0.00019795704685928752,-1.8567713457436495e-05
29,1650971231.1276598,0.07517052471036192,-0.0183782266736032,0.05462358174656911,3.275128998464494e-05,0.9999999808062325,0.00019170236353869554,-2.377167287098495e-05
30,1650971231.1276598,0.07517052471036192,-0.0183782266736032,0.05462358174656911,3.275128998464494e-05,0.9999999808062325,0.00019170236353869554,-2.377167287098495e-05
31,1650971231.1896758,0.0750870789942929,-0.018322127807186124,0.05462221842055158,6.924502019883816e-05,0.9999999898945717,9.837808691836493e-05,7.574784636090353e-05
32,1650971231.2556858,0.07497904333347173,-0.018322886446859202,0.05464494286991314,3.2859175199073665e-05,0.9999999779628783,0.00012014182774443136,0.0001689984015536499
33,1650971231.2776136,0.07498536846094035,-0.018394150121652336,0.05466248421369173,3.844104090605649e-05,0.9999999677543105,0.00019735845986470547,0.00015512351138290603
