,Time,Fx,Fy,Fz,Tx,Ty,Tz
0,1650974347.0872312,2.259073153187052,0.5941495110845704,-34.817227060304724,-0.09731717750175868,1.098996847680423,-0.13000503312737363
1,1650974347.1211834,2.2108423615575825,0.5126260761157232,-34.65854834233535,-0.09773696929413048,1.0953838121152573,-0.1285389895590264
2,1650974347.1551504,3.1164589814614456,2.565627334652967,-31.583771976579587,-0.22045728800496595,1.278296511893141,-0.12978015303531298
3,1650974347.1871977,2.0426835924186486,1.4155185374824477,-28.03255001781868,-0.17792210372791148,1.2066947861859294,-0.10733656492714735
4,1650974347.221199,1.4323958972366144,0.31736463694305733,-28.41314161203096,-0.07703905665947322,1.0070014408223125,-0.14933225616542867
5,1650974347.255146,0.29897215720169595,-0.820828314945122,-28.15003185746293,0.06561260312140345,0.7847061021647415,-0.16283742428068781
6,1650974347.2871704,0.5048373790719746,-0.8212495505353559,-28.367019262722913,0.07146562640468188,0.8566512932768551,-0.16459393214436527
7,1650974347.32114,1.854270926590087,0.42886771722400585,-27.53563562385881,-0.031381458509702115,0.9171868544425961,-0.12771422534561674
8,1650974347.3551848,0.8882816745551678,0.13588873117811426,-27.54984951896932,-0.01646938799560967,0.8853771216062818,-0.14538804187067744
9,1650974347.3871646,1.4535103075673146,-0.3290822862979178,-27.066727661549624,0.04313769480969752,0.9048314641675045,-0.18219047034481015
10,1650974347.4211304,1.940330253248503,-1.9444331200221094,-27.4549274948049,0.21904396916754218,0.9660714466144729,-0.163741120336012
11,1650974347.4531453,2.8586830602430906,-1.9552314169752436,-27.00914558090623,0.27311427516757164,1.1451092091622064,-0.18192326876970893
12,1650974347.4871223,5.473375907810864,-3.122344451493878,-26.49056613571417,0.44714881457168226,1.5256568180626593,-0.17659714981015912
13,1650974347.521113,7.425853400318836,-1.4987826856817188,-26.003563303294563,0.2678351929193778,1.965083663198401,-0.17068080649261705
14,1650974347.5531619,7.229404479985036,-1.9164620829395862,-20.980923150069263,0.32328210377333466,1.9060364820725233,-0.14654117200545727
15,1650974347.5871475,8.543610964120665,0.7815255724298645,-23.517669112297803,0.04943608121016556,2.4566218278337386,-0.18202392876272974
16,1650974347.6211624,7.757915467200918,2.822969051722092,-23.19743782001867,-0.30348038373883374,2.395786274432382,-0.09344964921347466
17,1650974347.6532037,4.123148509656494,6.766014452299734,-26.529675861498532,-0.8328412932288952,1.854194269200823,-0.042341832816265426
18,1650974347.6871588,3.5335990421560854,0.741122305719294,-23.635231766605152,-0.1804896245884719,1.47385586888795,-0.09469538250162679
19,1650974347.7211676,-0.3169592202471142,0.7389280463575661,-22.382751847666015,-0.07920953302401057,0.8295150819492632,-0.09059199076280391
20,1650974347.7552044,0.32829902219350443,-1.317405717334209,-22.976455275074894,0.13684952498375397,0.8008421869050343,-0.13486125455508324
21,1650974347.7871633,0.44433363644420615,0.0905950429748274,-21.770755816629737,0.01221960107123403,0.804474605340966,-0.11079181200878087
22,1650974347.8211248,-0.35841915649653017,-0.0789333898760433,-22.324020383111353,0.06907696870718132,0.7360703586379953,-0.11454299805807987
23,1650974347.8551397,2.768308014424399,-4.270259692550951,-19.67049735905636,0.6216716728069845,1.0845141260016877,-0.17500908324206108
24,1650974347.8871534,5.254973673127437,-0.8527552134265544,-19.757994868286556,0.2654449953850394,1.6266113604115708,-0.13762578734463432
25,1650974347.9210913,6.665406304238782,-1.569442676742614,-18.304502675437757,0.30432114362889634,1.9434190403792602,-0.15412127242011436
26,1650974347.9551427,7.342895224119142,1.7162397275693426,-18.31274567330743,-0.1029573418105002,2.1846231092164534,-0.11473478578986616
27,1650974347.987161,2.391908058117431,4.8527064007859035,-20.840997853825396,-0.5111963328849837,1.5745055348127228,-0.059261800472682986
28,1650974348.0210946,0.1540464994574355,1.2654108462682596,-20.440129367478928,-0.1353446663307038,1.0629776600910934,-0.09367745986431848
