,Time,Px,Py,Pz,Qx,Qy,Qz,Qw
0,1650971620.3958952,0.07515869241216583,-0.0182951166237955,0.05284247812169292,2.74448117099646e-05,0.9999999965071507,7.883641434300617e-05,-4.159508939563831e-06
1,1650971620.4578674,0.07513596031387518,-0.018268792167324764,0.052831186129720736,5.7602098145093095e-05,0.9999999973756684,4.359986094502491e-05,5.451095514873333e-06
2,1650971620.5218737,0.07512729840776873,-0.01827319591812185,0.05284386702100907,1.556221144732861e-05,0.9999999976071732,6.733123348935914e-05,3.158570533743919e-06
3,1650971620.5418975,0.07515011323769107,-0.018284026026706174,0.05284047701436624,5.184883883890823e-05,0.9999999967901142,6.103629857244473e-05,-2.4577510248620854e-06
4,1650971620.5418975,0.07515011323769107,-0.018284026026706174,0.05284047701436624,5.184883883890823e-05,0.9999999967901142,6.103629857244473e-05,-2.4577510248620854e-06
5,1650971620.5858803,0.07513583174916921,-0.018242023092446994,0.05280006882292009,3.380100213751236e-05,0.9999999992853841,8.559397054138278e-06,1.4610329532035957e-05
6,1650971620.6258857,0.07514967203741085,-0.018324854481386838,0.0528529779045424,2.118317404814496e-05,0.9999999944235913,0.00010268070486918316,-1.2679275540781867e-05
7,1650971620.6679165,0.07518582338697273,-0.018350388766693045,0.05287063164559379,3.943521073818124e-05,0.999999992076997,0.00011144669231676422,-4.32493404029678e-05
8,1650971620.6679165,0.07518582338697273,-0.018350388766693045,0.05287063164559379,3.943521073818124e-05,0.999999992076997,0.00011144669231676422,-4.32493404029678e-05
9,1650971620.7098796,0.07519777211623398,-0.018329422959322703,0.05285674780499302,1.5834486534527237e-05,0.99999999388464,9.826812145913436e-05,-4.820130480298158e-05
10,1650971620.7538755,0.07521190385809567,-0.018319868684607058,0.052852541478699805,5.193002416842285e-05,0.9999999941366056,7.944037008297819e-05,-5.214680299145836e-05
11,1650971620.797849,0.07517471351300499,-0.01829720832960067,0.05284118413342581,3.984337528406545e-05,0.9999999973773684,5.176787204673584e-05,-3.127071096070522e-05
12,1650971620.797849,0.07517471351300499,-0.01829720832960067,0.05284118413342581,3.984337528406545e-05,0.9999999973773684,5.176787204673584e-05,-3.127071096070522e-05
13,1650971620.8398879,0.07520078807858267,-0.018321084112525036,0.05285445038861155,5.175551720504323e-05,0.9999999958001993,7.061757588244144e-05,-2.7094774586926557e-05
14,1650971620.8818815,0.07518850892557881,-0.018270032316369055,0.05286420648737295,8.209255176727659e-05,0.9999999963272584,2.4168368246754185e-05,-4.710258539596665e-06
15,1650971620.9439032,0.07510972062807413,-0.018237503983797324,0.052880055957962864,7.023870300970625e-05,0.999999996257014,-1.7972544644915428e-05,4.72174230740091e-05
16,1650971620.9439032,0.07510972062807413,-0.018237503983797324,0.052880055957962864,7.023870300970625e-05,0.999999996257014,-1.7972544644915428e-05,4.72174230740091e-05
17,1650971621.00789,0.07502169662684965,-0.018280476221051563,0.05289208825530641,5.794528064972937e-05,0.9999999881419723,3.402586760676737e-05,0.00013856637721257635
18,1650971621.029922,0.07499529000554557,-0.01829409154514974,0.052881184146678584,4.0028176226669654e-05,0.9999999846277761,5.912031608133472e-05,0.00016014675184068108
19,1650971621.0718856,0.07496910973672845,-0.01838666166129266,0.052906031781105624,3.351587248617838e-05,0.9999999775802049,0.00013698823833511125,0.00015795727062422213
20,1650971621.1158705,0.0750728755669808,-0.01848181268403559,0.052897563010322744,1.4566459833609269e-05,0.999999967979909,0.00024289604759869472,6.949467826990337e-05
21,1650971621.1158705,0.0750728755669808,-0.01848181268403559,0.052897563010322744,1.4566459833609269e-05,0.999999967979909,0.00024289604759869472,6.949467826990337e-05
22,1650971621.1578794,0.0751605746210632,-0.01846105678445863,0.052872753977903184,5.689023414617855e-05,0.9999999750053863,0.00021551644712431139,-1.747540789593211e-05
23,1650971621.2018795,0.07520630889950447,-0.018366292035648532,0.052851561219667303,2.1183771418742392e-05,0.9999999863123574,0.00015049142852851852,-6.541301879360025e-05
24,1650971621.2458565,0.07521887376613628,-0.018335383231929576,0.05281931330902532,3.2920066687758265e-05,0.9999999895685927,0.00011192314689478832,-8.516039647616381e-05
25,1650971621.2458565,0.07521887376613628,-0.018335383231929576,0.05281931330902532,3.2920066687758265e-05,0.9999999895685927,0.00011192314689478832,-8.516039647616381e-05
26,1650971621.287857,0.07520511849942071,-0.01817015657995233,0.052800979459019334,1.565849346446546e-05,0.9999999981597931,-2.2555696347022318e-05,-5.4096828301281424e-05
27,1650971621.3299282,0.07509794698660142,-0.018109555667858823,0.052776127711052064,5.79673790200852e-05,0.9999999894767542,-0.0001199909968734719,5.73448871562341e-05
28,1650971621.373877,0.07500234985844255,-0.018192274008686168,0.05284174991485791,3.3318120581826705e-05,0.9999999889374172,-1.9132971838726036e-05,0.000143697593096838
29,1650971621.373877,0.07500234985844255,-0.018192274008686168,0.05284174991485791,3.3318120581826705e-05,0.9999999889374172,-1.9132971838726036e-05,0.000143697593096838
30,1650971621.415852,0.07498833558663145,-0.01825743035642068,0.05285604489680337,-2.3570796098271174e-06,0.9999999892020262,5.6955568253062585e-05,0.00013544908912457133
31,1650971621.4578807,0.07511816743885211,-0.01834318782771742,0.05283845901629659,3.2371716343071455e-06,0.9999999915935319,0.00012880370913966423,1.4562368173159413e-05
32,1650971621.5018775,0.07519316498276896,-0.01832896837480269,0.05280286443395886,-1.4665588205842184e-05,0.9999999910260202,0.00011455820319592307,-6.789181614240414e-05
