,Time,Px,Py,Pz,Qx,Qy,Qz,Qw
0,1650971821.0529625,0.07322816927986113,-0.0464504762306918,0.05318885894515981,-3.843038233020124e-05,0.9999999978292867,-4.801685508713929e-05,-2.364138683436129e-05
1,1650971821.094942,0.07320456337637822,-0.04645058416054234,0.05319698837753903,-5.712395529428038e-05,0.9999999975878049,-3.0441383519818912e-05,-2.5190617273663947e-05
2,1650971821.094942,0.07320456337637822,-0.04645058416054234,0.05319698837753903,-5.712395529428038e-05,0.9999999975878049,-3.0441383519818912e-05,-2.5190617273663947e-05
3,1650971821.1549852,0.07323695724461426,-0.046476257946130466,0.0532048856685352,-5.078714563394593e-05,0.9999999975794289,-2.959210885122589e-05,-3.723058054884264e-05
4,1650971821.219017,0.07322855401016504,-0.04652694506562654,0.05321982307841916,-4.461610263711835e-05,0.9999999984421439,-5.431684314586384e-07,-3.353835008114055e-05
5,1650971821.2409406,0.07322983301868315,-0.04649196576030345,0.05321637568794059,-9.27376389175949e-05,0.9999999946262121,-1.3233527331741533e-05,-4.440923710997311e-05
6,1650971821.2610238,0.07321552556257988,-0.046491006589714744,0.053189709830646484,-6.268412148385805e-05,0.9999999968776868,-4.160163496317517e-05,-2.4179177935934003e-05
7,1650971821.2610238,0.07321552556257988,-0.046491006589714744,0.053189709830646484,-6.268412148385805e-05,0.9999999968776868,-4.160163496317517e-05,-2.4179177935934003e-05
8,1650971821.3249686,0.0732370316077,-0.04657325781964454,0.05322337149171492,-3.275788167400595e-05,0.9999999970551057,5.3302760667250744e-05,-4.44468904254142e-05
9,1650971821.3689582,0.07330427418806877,-0.046587493365625315,0.05321638198175919,-5.0728326340010454e-05,0.9999999894770716,7.624326259450065e-05,-0.00011251426281504902
10,1650971821.4109902,0.07335601488497867,-0.04656187041726032,0.05317359872411324,-1.4947099999607083e-05,0.9999999869805755,3.6698742366741125e-05,-0.00015642454055424867
11,1650971821.4529676,0.0733040150905567,-0.0464744108111307,0.053167248485349594,-2.6268961256459278e-05,0.9999999940334705,-4.7604444289514494e-05,-9.474606991066414e-05
12,1650971821.4529676,0.0733040150905567,-0.0464744108111307,0.053167248485349594,-2.6268961256459278e-05,0.9999999940334705,-4.7604444289514494e-05,-9.474606991066414e-05
13,1650971821.4949858,0.07329055075792433,-0.046494452538799615,0.05320634653628969,2.143744010252302e-05,0.9999999976738108,-2.1180018330203058e-05,-6.119005025510921e-05
14,1650971821.5389166,0.07324533769573915,-0.04649256684920645,0.05321788767723663,-2.8251202783269314e-06,0.999999999406711,-2.3708155450561126e-05,-2.4829835888484246e-05
15,1650971821.5809157,0.0731993545615168,-0.04651195361989175,0.053259393185302144,-3.873086858841024e-05,0.9999999986793742,2.844816167274588e-05,1.8217402319803037e-05
16,1650971821.5809157,0.0731993545615168,-0.04651195361989175,0.053259393185302144,-3.873086858841024e-05,0.9999999986793742,2.844816167274588e-05,1.8217402319803037e-05
17,1650971821.622968,0.07318319691921005,-0.04651499544570286,0.053244506173004705,9.069380945969652e-06,0.9999999987522875,2.4612603112417756e-05,4.251343682084439e-05
18,1650971821.6649609,0.07317911276423461,-0.046545314747027854,0.05326098118403111,-3.897335846958505e-05,0.9999999963245931,6.570317417956411e-05,3.89228001721428e-05
19,1650971821.706974,0.07315611671036185,-0.046567994286739044,0.053291491181687294,-2.6912579537796688e-05,0.9999999928368726,0.00010361480605587569,5.353447609321474e-05
